ID,LanguageName,Language,Latitude,Longitude,Family,Concept,Segments,ConceptB,SegmentsB,Colexification
1855,Hildi,marg1266,10.53854,12.99521,Afro-Asiatic,BITTER,"ɗ u w a t u",SWEET,"n ɨ n ɨ m u",0
1853,Hildi,marg1266,10.53854,12.99521,Afro-Asiatic,SOUR,"m w ɔ m w a l u",SWEET,"n ɨ n ɨ m u",0
1997,Maring,mari1416,24.05,94.0333,Sino-Tibetan,BITTER,"kʰ a",SWEET,"s i m",0
1947,Maru,maru1249,24.45,98.6,Sino-Tibetan,BITTER,"kʰ o ⁵",SOUR,"dʒ ɪ n ³²",0
1948,Maru,maru1249,24.45,98.6,Sino-Tibetan,BITTER,"kʰ o ⁵",SWEET,"tʃʰ o k ⁵⁴",0
1946,Maru,maru1249,24.45,98.6,Sino-Tibetan,SOUR,"dʒ ɪ n ³²",SWEET,"tʃʰ o k ⁵⁴",0
1250,Maasai,masa1300,-3.1419,36.4573,Nilotic,BITTER,"a ɗ u a",SALTY,"a ɪ s ʊ k ʊ t",0
1251,Maasai,masa1300,-3.1419,36.4573,Nilotic,BITTER,"a ɗ u a",SOUR,"a ɪ s ɪː ʃ ɔ",0
1252,Maasai,masa1300,-3.1419,36.4573,Nilotic,BITTER,"a ɗ u a",SWEET,"a m e l o k",0
1253,Maasai,masa1300,-3.1419,36.4573,Nilotic,SALTY,"a ɪ s ʊ k ʊ t",SOUR,"a ɪ s ɪː ʃ ɔ",0
1254,Maasai,masa1300,-3.1419,36.4573,Nilotic,SALTY,"a ɪ s ʊ k ʊ t",SWEET,"a m e l o k",0
1255,Maasai,masa1300,-3.1419,36.4573,Nilotic,SOUR,"a ɪ s ɪː ʃ ɔ",SWEET,"a m e l o k",0
1754,Massa,masa1322,10.0606,15.4748,Afro-Asiatic,BITTER,"g a l a k",SOUR,"θ a j a",0
1755,Massa,masa1322,10.0606,15.4748,Afro-Asiatic,BITTER,"g a l a k",SWEET,"dʒ i b ɛ t ɛ",0
1753,Massa,masa1322,10.0606,15.4748,Afro-Asiatic,SOUR,"θ a j a",SWEET,"dʒ i b ɛ t ɛ",0
1275,Maung,maun1240,-11.66,133.376,"Iwaidjan Proper",BITTER,"n u l a k p u t i ɽ i",SALTY,"c i ɭ a",0
1276,Maung,maun1240,-11.66,133.376,"Iwaidjan Proper",BITTER,"n u l a k p u t i ɽ i",SOUR,"i m i l ŋ",0
1277,Maung,maun1240,-11.66,133.376,"Iwaidjan Proper",BITTER,"n u l a k p u t i ɽ i",SWEET,"k a ɹ a c a ɽ k",0
1278,Maung,maun1240,-11.66,133.376,"Iwaidjan Proper",SALTY,"c i ɭ a",SOUR,"i m i l ŋ",0
1279,Maung,maun1240,-11.66,133.376,"Iwaidjan Proper",SALTY,"c i ɭ a",SWEET,"k a ɹ a c a ɽ k",0
1280,Maung,maun1240,-11.66,133.376,"Iwaidjan Proper",SOUR,"i m i l ŋ",SWEET,"k a ɹ a c a ɽ k",0
1281,"Maxakalí",maxa1247,-16.9402,-40.7891,Nuclear-Macro-Je,SALTY,"ã m o t + ç ɯ ç p e ç",SOUR,"ç ɯ m j ã ŋ",0
169,Maiyu,mayu1240,10.473464,34.540485,Berta,BITTER,"k ʔ ə s ʔ i",SWEET,"m ɛ n ɛ m ɛ ɲ ɪ n i",0
548,GuaraniMbya,mbya1239,-26.0188,-52.711,Tupian,SOUR,"i r o",SWEET,"h ẽ ʔ ẽ",0
1884,"Misme (Zime)",mesm1239,9.28888,15.7018,Afro-Asiatic,BITTER,"b a k",SOUR,"t c h o u m o k",0
1885,"Misme (Zime)",mesm1239,9.28888,15.7018,Afro-Asiatic,BITTER,"b a k",SWEET,"n g u i b e n g",0
1883,"Misme (Zime)",mesm1239,9.28888,15.7018,Afro-Asiatic,SOUR,"t c h o u m o k",SWEET,"n g u i b e n g",0
2583,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u tsʼ i",SALTY,"x i + ˀɲ u x i",0
2584,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u tsʼ i",SOUR,"x i + i x k i",0
2585,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u tsʼ i",SOUR,"x i + ˀɲ i tsʼ i",0
2586,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u tsʼ i",SOUR,"x i + ˀɲ i x i",0
2587,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u tsʼ i",SOUR,"x i + ˀɲ i x t̪ʼ i",0
2588,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u tsʼ i",SWEET,"x i + ˀɲ u",0
2589,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u",SALTY,"x i + ˀɲ u x i",0
2590,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u",SOUR,"x i + i x k i",0
2591,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u",SOUR,"x i + ˀɲ i tsʼ i",0
2592,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u",SOUR,"x i + ˀɲ i x i",0
2593,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u",SOUR,"x i + ˀɲ i x t̪ʼ i",0
2594,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,BITTER,"x i + n x u",SWEET,"x i + ˀɲ u",0
2578,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,SALTY,"x i + ˀɲ u x i",SOUR,"x i + i x k i",0
2579,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,SALTY,"x i + ˀɲ u x i",SOUR,"x i + ˀɲ i tsʼ i",0
2580,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,SALTY,"x i + ˀɲ u x i",SOUR,"x i + ˀɲ i x i",0
2581,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,SALTY,"x i + ˀɲ u x i",SOUR,"x i + ˀɲ i x t̪ʼ i",0
2582,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,SALTY,"x i + ˀɲ u x i",SWEET,"x i + ˀɲ u",0
2595,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,SOUR,"x i + i x k i",SWEET,"x i + ˀɲ u",0
2596,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,SOUR,"x i + ˀɲ i x t̪ʼ i",SWEET,"x i + ˀɲ u",0
2597,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,SOUR,"x i + ˀɲ i x i",SWEET,"x i + ˀɲ u",0
2598,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,SOUR,"x i + ˀɲ i tsʼ i",SWEET,"x i + ˀɲ u",0
32,"Namrei Nabolang",miji1239,27.546333,92.797975,Sino-Tibetan,BITTER,"m ə kʰ u",SOUR,"m ə tʃ u ŋ",0
33,"Namrei Nabolang",miji1239,27.546333,92.797975,Sino-Tibetan,BITTER,"m ə kʰ u",SWEET,"m e z a ŋ",0
34,"Namrei Nabolang",miji1239,27.546333,92.797975,Sino-Tibetan,BITTER,"m ə f a i",SOUR,"m ə tʃ u ŋ",0
35,"Namrei Nabolang",miji1239,27.546333,92.797975,Sino-Tibetan,BITTER,"m ə f a i",SWEET,"m e z a ŋ",0
31,"Namrei Nabolang",miji1239,27.546333,92.797975,Sino-Tibetan,SOUR,"m ə tʃ u ŋ",SWEET,"m e z a ŋ",0
1778,Cip,mish1244,9.20477,9.33752,Afro-Asiatic,BITTER,"ɗ e t",SOUR,"ɗ u w ə ŋ",0
1779,Cip,mish1244,9.20477,9.33752,Afro-Asiatic,BITTER,"ɗ e t",SWEET,"ʃ ə ŋ",0
1777,Cip,mish1244,9.20477,9.33752,Afro-Asiatic,SOUR,"ɗ u w ə ŋ",SWEET,"ʃ ə ŋ",0
391,Miskito,misk1235,15.1576,-84.2942,Misumalpan,BITTER,"t a x p l a",SOUR,"s w a x n i",0
392,Miskito,misk1235,15.1576,-84.2942,Misumalpan,BITTER,"t a x p l a",SWEET,"d a m n i",0
393,Miskito,misk1235,15.1576,-84.2942,Misumalpan,SOUR,"s w a x n i",SWEET,"d a m n i",0
1081,"Great Andamanese",mixe1288,11.67,92.74,"Great Andamanese",BITTER,"i e l e ŋ",SALTY,"p u ŋ c a r e",0
1082,"Great Andamanese",mixe1288,11.67,92.74,"Great Andamanese",BITTER,"i e l e ŋ",SOUR,"m e ɔ e",0
1083,"Great Andamanese",mixe1288,11.67,92.74,"Great Andamanese",BITTER,"i e l e ŋ",SWEET,"e o n e t a r c ɛ",0
1084,"Great Andamanese",mixe1288,11.67,92.74,"Great Andamanese",SALTY,"p u ŋ c a r e",SOUR,"m e ɔ e",0
1085,"Great Andamanese",mixe1288,11.67,92.74,"Great Andamanese",SALTY,"p u ŋ c a r e",SWEET,"e o n e t a r c ɛ",0
1086,"Great Andamanese",mixe1288,11.67,92.74,"Great Andamanese",SOUR,"m e ɔ e",SWEET,"e o n e t a r c ɛ",0
1887,Miya,miya1266,10.9234,9.71505,Afro-Asiatic,BITTER,"ɗ e m ə ɗ e m ə",SOUR,"ts ɨ n ts ɨ n",0
1888,Miya,miya1266,10.9234,9.71505,Afro-Asiatic,BITTER,"ɗ e m ə ɗ e m ə",SWEET,"p i j e t ɪ n",0
1886,Miya,miya1266,10.9234,9.71505,Afro-Asiatic,SOUR,"ts ɨ n ts ɨ n",SWEET,"p i j e t ɪ n",0
1288,"Mocoví",moco1246,-28.097,-60.4145,Guaicuruan,BITTER,"tʃ i m",SALTY,"n o tʃ a w a",0
1289,"Mocoví",moco1246,-28.097,-60.4145,Guaicuruan,BITTER,"tʃ i m",SOUR,"l o tʃ i w i a ʁ a i k",0
1290,"Mocoví",moco1246,-28.097,-60.4145,Guaicuruan,BITTER,"tʃ i m",SWEET,"l o ʔ i ʔ",0
1291,"Mocoví",moco1246,-28.097,-60.4145,Guaicuruan,SALTY,"n o tʃ a w a",SOUR,"l o tʃ i w i a ʁ a i k",0
1292,"Mocoví",moco1246,-28.097,-60.4145,Guaicuruan,SALTY,"n o tʃ a w a",SWEET,"l o ʔ i ʔ",0
1293,"Mocoví",moco1246,-28.097,-60.4145,Guaicuruan,SOUR,"l o tʃ i w i a ʁ a i k",SWEET,"l o ʔ i ʔ",0
476,"Modern Greek",mode1248,38.0,23.75,Indo-European,BITTER,"p i k r o s",SOUR,"k s i n o s",0
477,"Modern Greek",mode1248,38.0,23.75,Indo-European,BITTER,"p i k r o s",SWEET,"ɣ l i k o s",0
478,"Modern Greek",mode1248,38.0,23.75,Indo-European,SOUR,"k s i n o s",SWEET,"ɣ l i k o s",0
1294,Mojave,moha1256,34.8866,-114.599,Cochimi-Yuman,BITTER,"a l j m uː s",SALTY,"a θ a ʔ iː l j",0
1295,Mojave,moha1256,34.8866,-114.599,Cochimi-Yuman,BITTER,"a l j m uː s",SOUR,"a m a θ uː l j",0
1296,Mojave,moha1256,34.8866,-114.599,Cochimi-Yuman,BITTER,"a l j m uː s",SWEET,"m a d uː l j",0
1297,Mojave,moha1256,34.8866,-114.599,Cochimi-Yuman,SALTY,"a θ a ʔ iː l j",SOUR,"a m a θ uː l j",0
1298,Mojave,moha1256,34.8866,-114.599,Cochimi-Yuman,SALTY,"a θ a ʔ iː l j",SWEET,"m a d uː l j",0
1299,Mojave,moha1256,34.8866,-114.599,Cochimi-Yuman,SOUR,"a m a θ uː l j",SWEET,"m a d uː l j",0
2119,Moksha,moks1248,54.19,42.67,Uralic,BITTER,"sʲ a p i",SOUR,"ʃ a p a m a",0
2120,Moksha,moks1248,54.19,42.67,Uralic,BITTER,"sʲ a p i",SWEET,"l a m b a m a",0
2121,Moksha,moks1248,54.19,42.67,Uralic,SOUR,"ʃ a p a m a",SWEET,"l a m b a m a",0
842,Mombo,momb1254,14.51,-3.91,Dogon,BITTER,"k a r a + k a r a + k a nː i",SWEET,"ɛ l + l a",0
2681,Mongi,mond1267,23.39918383,105.2343413,Sino-Tibetan,BITTER,"kʰ ɔ ⁴⁴",SALTY,"kʰ ɔ ⁴⁴",1
2682,Mongi,mond1267,23.39918383,105.2343413,Sino-Tibetan,BITTER,"kʰ ɔ ⁴⁴",SOUR,"tɕ ɔ ¹³",0
2683,Mongi,mond1267,23.39918383,105.2343413,Sino-Tibetan,BITTER,"kʰ ɔ ⁴⁴",SWEET,"tɕʰ e ¹³",0
2684,Mongi,mond1267,23.39918383,105.2343413,Sino-Tibetan,SALTY,"kʰ ɔ ⁴⁴",SOUR,"tɕ ɔ ¹³",0
2685,Mongi,mond1267,23.39918383,105.2343413,Sino-Tibetan,SALTY,"kʰ ɔ ⁴⁴",SWEET,"tɕʰ e ¹³",0
2680,Mongi,mond1267,23.39918383,105.2343413,Sino-Tibetan,SOUR,"tɕ ɔ ¹³",SWEET,"tɕʰ e ¹³",0
2003,"Ao Mongsen",mong1332,26.4167,94.4,Sino-Tibetan,BITTER,"t ə + kʰ a",SOUR,"t ə + s a n",0
2004,"Ao Mongsen",mong1332,26.4167,94.4,Sino-Tibetan,BITTER,"t ə + kʰ a",SWEET,"t ə + m i j a ŋ",0
2005,"Ao Mongsen",mong1332,26.4167,94.4,Sino-Tibetan,SOUR,"t ə + s a n",SWEET,"t ə + m i j a ŋ",0
1305,Moro,moro1285,10.9194,30.2138,Heibanic,BITTER,"g e ɽ e",SALTY,"ŋ ə rː a ɽ a",0
1306,Moro,moro1285,10.9194,30.2138,Heibanic,BITTER,"g e ɽ e",SOUR,"g a f ə l a",0
1307,Moro,moro1285,10.9194,30.2138,Heibanic,BITTER,"g e ɽ e",SWEET,"g a ɲ ə l a",0
1308,Moro,moro1285,10.9194,30.2138,Heibanic,SALTY,"ŋ ə rː a ɽ a",SOUR,"g a f ə l a",0
1309,Moro,moro1285,10.9194,30.2138,Heibanic,SALTY,"ŋ ə rː a ɽ a",SWEET,"g a ɲ ə l a",0
1310,Moro,moro1285,10.9194,30.2138,Heibanic,SOUR,"g a f ə l a",SWEET,"g a ɲ ə l a",0
1311,"Mosetén",mose1249,-14.64448,-67.83756,,BITTER,"b i k ə k i s",SALTY,"h e s e k i s",0
1312,"Mosetén",mose1249,-14.64448,-67.83756,,BITTER,"b i k ə k i s",SOUR,"p a ʃ s i",0
1313,"Mosetén",mose1249,-14.64448,-67.83756,,BITTER,"b i k ə k i s",SWEET,"k a u n d j i s",0
1314,"Mosetén",mose1249,-14.64448,-67.83756,,SALTY,"h e s e k i s",SOUR,"p a ʃ s i",0
1315,"Mosetén",mose1249,-14.64448,-67.83756,,SALTY,"h e s e k i s",SWEET,"k a u n d j i s",0
1316,"Mosetén",mose1249,-14.64448,-67.83756,,SOUR,"p a ʃ s i",SWEET,"k a u n d j i s",0
1317,Moskona,mosk1236,-1.62201,133.145,"East Bird's Head",BITTER,"o s k i k i",SALTY,"o s k i",0
1318,Moskona,mosk1236,-1.62201,133.145,"East Bird's Head",BITTER,"o s k i k i",SOUR,"e s g e n g a",0
1319,Moskona,mosk1236,-1.62201,133.145,"East Bird's Head",SALTY,"o s k i",SOUR,"e s g e n g a",0
1320,Movima,movi1243,-13.8115,-65.6348,,BITTER,"s e s e n i",SALTY,"ɬ o m a ʔ n i",0
1321,Movima,movi1243,-13.8115,-65.6348,,BITTER,"s e s e n i",SOUR,"ɾ a p i s n i",0
1322,Movima,movi1243,-13.8115,-65.6348,,BITTER,"s e s e n i",SWEET,"t a ɗ o i n i",0
1323,Movima,movi1243,-13.8115,-65.6348,,SALTY,"ɬ o m a ʔ n i",SOUR,"ɾ a p i s n i",0
1324,Movima,movi1243,-13.8115,-65.6348,,SALTY,"ɬ o m a ʔ n i",SWEET,"t a ɗ o i n i",0
1325,Movima,movi1243,-13.8115,-65.6348,,SOUR,"ɾ a p i s n i",SWEET,"t a ɗ o i n i",0
388,"Mro-Khimi Areong 10Kya Gaung village (Mro-khami)",mroc1235,21.3,92.85,Sino-Tibetan,BITTER,"kʰ ɑ + d i ʔ",SOUR,"tʰ ɔ + d i ʔ",0
389,"Mro-Khimi Areong 10Kya Gaung village (Mro-khami)",mroc1235,21.3,92.85,Sino-Tibetan,BITTER,"kʰ ɑ + d i ʔ",SWEET,"t w i + d i ʔ",0
390,"Mro-Khimi Areong 10Kya Gaung village (Mro-khami)",mroc1235,21.3,92.85,Sino-Tibetan,SOUR,"tʰ ɔ + d i ʔ",SWEET,"t w i + d i ʔ",0
379,"Ng'ga Kant-thayung",munc1235,21.2,94.016667,Sino-Tibetan,BITTER,"kʰ w ɑ + k ɨ",SOUR,"tʰ w i + k ɨ",0
380,"Ng'ga Kant-thayung",munc1235,21.2,94.016667,Sino-Tibetan,BITTER,"kʰ w ɑ + k ɨ",SWEET,"t w i + k ɨ",0
381,"Ng'ga Kant-thayung",munc1235,21.2,94.016667,Sino-Tibetan,SOUR,"tʰ w i + k ɨ",SWEET,"t w i + k ɨ",0
1326,Muniche,muni1258,-5.7441796,-76.426712,,BITTER,"h i ʔ ts a ʔ ts a ʔ a",SALTY,"ɨ ʔ m a",0
1327,Muniche,muni1258,-5.7441796,-76.426712,,BITTER,"h i ʔ ts a ʔ ts a ʔ a",SWEET,"d i ʔ ts a",0
1328,Muniche,muni1258,-5.7441796,-76.426712,,SALTY,"ɨ ʔ m a",SWEET,"d i ʔ ts a",0
1757,"Banana (Mouseye)",muse1242,9.81612,15.4115,Afro-Asiatic,BITTER,"g a l a r i",SOUR,"h l a j a",0
1758,"Banana (Mouseye)",muse1242,9.81612,15.4115,Afro-Asiatic,BITTER,"g a l a r i",SWEET,"c i b e t e",0
1756,"Banana (Mouseye)",muse1242,9.81612,15.4115,Afro-Asiatic,SOUR,"h l a j a",SWEET,"c i b e t e",0
493,"Nyagrong Minyag (Ganzi Xinlong)",muya1239,30.932449,100.326871,Sino-Tibetan,BITTER,"qʰ a + m o",SOUR,"c ɛ + χ tɕ i",0
494,"Nyagrong Minyag (Ganzi Xinlong)",muya1239,30.932449,100.326871,Sino-Tibetan,BITTER,"qʰ a + m o",SWEET,"c ɛ + r̥ t ə",0
495,"Nyagrong Minyag (Ganzi Xinlong)",muya1239,30.932449,100.326871,Sino-Tibetan,SOUR,"c ɛ + χ tɕ i",SWEET,"c ɛ + r̥ t ə",0
1917,Sura,mwag1236,9.47205,8.96522,Afro-Asiatic,BITTER,"ɗ e e t",SOUR,"ɗ u w ɨ ŋ",0
1918,Sura,mwag1236,9.47205,8.96522,Afro-Asiatic,BITTER,"ɗ e e t",SWEET,"ʃ ɨ ŋ",0
1916,Sura,mwag1236,9.47205,8.96522,Afro-Asiatic,SOUR,"ɗ u w ɨ ŋ",SWEET,"ʃ ɨ ŋ",0
2654,"Black Lahu",naaa1244,22.21900429,99.70134153,Sino-Tibetan,BITTER,"qʰ ɑ̟ ⁵³",SALTY,"qʰ ɑ̟ ⁵³",1
2655,"Black Lahu",naaa1244,22.21900429,99.70134153,Sino-Tibetan,BITTER,"qʰ ɑ̟ ⁵³",SOUR,"ts i ³³",0
2656,"Black Lahu",naaa1244,22.21900429,99.70134153,Sino-Tibetan,BITTER,"qʰ ɑ̟ ⁵³",SWEET,"tsʰ ɔ ³³",0
2657,"Black Lahu",naaa1244,22.21900429,99.70134153,Sino-Tibetan,SALTY,"qʰ ɑ̟ ⁵³",SOUR,"ts i ³³",0
2658,"Black Lahu",naaa1244,22.21900429,99.70134153,Sino-Tibetan,SALTY,"qʰ ɑ̟ ⁵³",SWEET,"tsʰ ɔ ³³",0
2653,"Black Lahu",naaa1244,22.21900429,99.70134153,Sino-Tibetan,SOUR,"ts i ³³",SWEET,"tsʰ ɔ ³³",0
1329,Nakara,naka1260,-12.07653,134.32729,Maningrida,BITTER,"n d j i r a",SALTY,"n d j i r a",1
1330,Nakara,naka1260,-12.07653,134.32729,Maningrida,BITTER,"n d j i r a",SWEET,"k u ɭ a m a r a",0
1331,Nakara,naka1260,-12.07653,134.32729,Maningrida,SALTY,"n d j i r a",SWEET,"k u ɭ a m a r a",0
1332,Nama,nama1264,-25.0747,17.9767,Khoe-Kwadi,BITTER,"a u",SALTY,"ǂ o",0
1333,Nama,nama1264,-25.0747,17.9767,Khoe-Kwadi,BITTER,"a u",SOUR,"ǀ k xʰ u r u",0
1334,Nama,nama1264,-25.0747,17.9767,Khoe-Kwadi,BITTER,"a u",SWEET,"ǂ k xʰ o n",0
1335,Nama,nama1264,-25.0747,17.9767,Khoe-Kwadi,SALTY,"ǂ o",SOUR,"ǀ k xʰ u r u",0
1336,Nama,nama1264,-25.0747,17.9767,Khoe-Kwadi,SALTY,"ǂ o",SWEET,"ǂ k xʰ o n",0
1337,Nama,nama1264,-25.0747,17.9767,Khoe-Kwadi,SOUR,"ǀ k xʰ u r u",SWEET,"ǂ k xʰ o n",0
62,"Bugun Namphri",namp1239,27.196633,92.504931,Sino-Tibetan,BITTER,"e kʰ o u",SOUR,"e tʃ i ŋ",0
63,"Bugun Namphri",namp1239,27.196633,92.504931,Sino-Tibetan,BITTER,"e kʰ o u",SWEET,"pʰ i j a ŋ",0
64,"Bugun Namphri",namp1239,27.196633,92.504931,Sino-Tibetan,SOUR,"e tʃ i ŋ",SWEET,"pʰ i j a ŋ",0
2299,Nanai,nana1257,48.43,134.8,Tungusic,BITTER,"g ɔ tʃ ɪ z iː",SOUR,"dʲ ɔ j ɔ r s iː",0
2300,Nanai,nana1257,48.43,134.8,Tungusic,BITTER,"g ɔ tʃ ɪ z iː",SWEET,"a m t a z iː",0
2301,Nanai,nana1257,48.43,134.8,Tungusic,SOUR,"dʲ ɔ j ɔ r s iː",SWEET,"a m t a z iː",0
844,Nanga,nang1261,14.72,-3.02,Dogon,BITTER,"g a r i",SWEET,"ɛ r i",0
2510,"Yi (Nanhua)",nanh1240,23.43,101.69,Sino-Tibetan,BITTER,"kʰ a ³³",SALTY,"kʰ a ²¹",0
2511,"Yi (Nanhua)",nanh1240,23.43,101.69,Sino-Tibetan,BITTER,"kʰ a ³³",SOUR,"tɕ e ³³",0
2512,"Yi (Nanhua)",nanh1240,23.43,101.69,Sino-Tibetan,BITTER,"kʰ a ³³",SWEET,"ʈʂʰ i ³³",0
2513,"Yi (Nanhua)",nanh1240,23.43,101.69,Sino-Tibetan,SALTY,"kʰ a ²¹",SOUR,"tɕ e ³³",0
2514,"Yi (Nanhua)",nanh1240,23.43,101.69,Sino-Tibetan,SALTY,"kʰ a ²¹",SWEET,"ʈʂʰ i ³³",0
2509,"Yi (Nanhua)",nanh1240,23.43,101.69,Sino-Tibetan,SOUR,"tɕ e ³³",SWEET,"ʈʂʰ i ³³",0
1338,Nara,nara1262,15.3251,37.499,,BITTER,"k e̞ n̪ k o̞",SWEET,"ʃ i n̪ d̪ a k o̞",0
1339,Natchez,natc1249,31.75,-91.33,,BITTER,"p a k u r p e",SALTY,"w i h",0
1340,Natchez,natc1249,31.75,-91.33,,BITTER,"p a k u r p e",SOUR,"k ə e m k e p",0
1341,Natchez,natc1249,31.75,-91.33,,BITTER,"p a k u r p e",SWEET,"c ə k ə l o k u p e n",0
1342,Natchez,natc1249,31.75,-91.33,,SALTY,"w i h",SOUR,"k ə e m k e p",0
1343,Natchez,natc1249,31.75,-91.33,,SALTY,"w i h",SWEET,"c ə k ə l o k u p e n",0
1344,Natchez,natc1249,31.75,-91.33,,SOUR,"k ə e m k e p",SWEET,"c ə k ə l o k u p e n",0
2391,Nedebang,nede1245,-8.28776,124.192,Timor-Alor-Pantar,BITTER,"m i j a r a",SWEET,"u b a",0
2150,"Tundra Nenets",nene1249,66.18,71.02,Uralic,BITTER,"j i b tsʲ ə d ɑ",SOUR,"j i b tsʲ ə d ɑ",1
2151,"Tundra Nenets",nene1249,66.18,71.02,Uralic,BITTER,"j i b tsʲ ə d ɑ",SOUR,"tʲ i bʲ eː j",0
2152,"Tundra Nenets",nene1249,66.18,71.02,Uralic,BITTER,"j i b tsʲ ə d ɑ",SWEET,"s ɑ x ɑ r j ɑ d ɑ",0
2153,"Tundra Nenets",nene1249,66.18,71.02,Uralic,BITTER,"j i b tsʲ ə d ɑ",SWEET,"ŋ ə m ɲ ɑ l ə d ɑ",0
2154,"Tundra Nenets",nene1249,66.18,71.02,Uralic,SOUR,"tʲ i bʲ eː j",SWEET,"s ɑ x ɑ r j ɑ d ɑ",0
2155,"Tundra Nenets",nene1249,66.18,71.02,Uralic,SOUR,"tʲ i bʲ eː j",SWEET,"ŋ ə m ɲ ɑ l ə d ɑ",0
2156,"Tundra Nenets",nene1249,66.18,71.02,Uralic,SOUR,"j i b tsʲ ə d ɑ",SWEET,"s ɑ x ɑ r j ɑ d ɑ",0
2157,"Tundra Nenets",nene1249,66.18,71.02,Uralic,SOUR,"j i b tsʲ ə d ɑ",SWEET,"ŋ ə m ɲ ɑ l ə d ɑ",0
558,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SALTY,"n u n i l o",0
559,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SALTY,"n u n i l o",0
560,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SOUR,"a m i l e",0
561,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SOUR,"a m i l e",0
562,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SWEET,"g u l i o",0
563,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SWEET,"g u l i o",0
570,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SALTY,"n u n i l o",0
571,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SALTY,"n u n i l o",0
572,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SOUR,"a m i l e",0
573,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SOUR,"a m i l e",0
574,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SWEET,"g u l i o",0
575,Nepali,nepa1254,28.0,85.0,Indo-European,BITTER,"t i t o",SWEET,"g u l i o",0
564,Nepali,nepa1254,28.0,85.0,Indo-European,SALTY,"n u n i l o",SOUR,"a m i l e",0
565,Nepali,nepa1254,28.0,85.0,Indo-European,SALTY,"n u n i l o",SOUR,"a m i l e",0
566,Nepali,nepa1254,28.0,85.0,Indo-European,SALTY,"n u n i l o",SWEET,"g u l i o",0
567,Nepali,nepa1254,28.0,85.0,Indo-European,SALTY,"n u n i l o",SWEET,"g u l i o",0
576,Nepali,nepa1254,28.0,85.0,Indo-European,SALTY,"n u n i l o",SOUR,"a m i l e",0
577,Nepali,nepa1254,28.0,85.0,Indo-European,SALTY,"n u n i l o",SOUR,"a m i l e",0
578,Nepali,nepa1254,28.0,85.0,Indo-European,SALTY,"n u n i l o",SWEET,"g u l i o",0
579,Nepali,nepa1254,28.0,85.0,Indo-European,SALTY,"n u n i l o",SWEET,"g u l i o",0
556,Nepali,nepa1254,28.0,85.0,Indo-European,SOUR,"a m i l e",SWEET,"g u l i o",0
557,Nepali,nepa1254,28.0,85.0,Indo-European,SOUR,"a m i l e",SWEET,"g u l i o",0
568,Nepali,nepa1254,28.0,85.0,Indo-European,SOUR,"a m i l e",SWEET,"g u l i o",0
569,Nepali,nepa1254,28.0,85.0,Indo-European,SOUR,"a m i l e",SWEET,"g u l i o",0
774,Newar,newa1246,27.2614,84.9577,Sino-Tibetan,BITTER,"kʰ aː j u",SALTY,"tʃ i n w aː + j e",0
775,Newar,newa1246,27.2614,84.9577,Sino-Tibetan,BITTER,"kʰ aː j u",SALTY,"tʃ i n w aː + j e",0
776,Newar,newa1246,27.2614,84.9577,Sino-Tibetan,BITTER,"kʰ aː j u",SOUR,"p a ũ",0
